Date,Time Initiated,Time Elapsed (minutes),Energy Saving (kWh),Conditions Met
2024-10-27,20:49:06,19.9627,16.984,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,22:45:18,9.5422,7.561,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-27,23:27:01,2.2084,2.44,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-28,02:12:30,9.0721,7.362,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-28,05:34:25,10.4236,78.552,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-28,05:45:50,1.1745,3.755,"plc_battery_breaker_closed, utility_grid_on, pcsv_on, pvi_on"
2024-10-28,09:05:15,10.6037,248.84,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-28,09:32:41,2.1763,51.025,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-28,10:03:21,9.0349,250.436,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-28,18:45:43,3.0965,80.455,"plc_grid_breaker_opened, pcsv_off_grid_mode, pcsv_transitioning_to_vsg_mode, pcsv_not_fault, pcsv_on"
2024-10-28,18:49:54,10.5907,296.707,"plc_grid_breaker_opened, plc_battery_breaker_closed, pcsv_on"
2024-10-28,20:49:26,1.824,44.023,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-28,21:31:24,8.3775,228.044,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-28,22:49:02,32.9513,433.886,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-29,03:43:41,2.4647,5.416,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-29,04:49:52,2.0846,10.316,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-29,08:27:36,5.1848,129.121,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-29,14:10:57,7.3076,204.853,"pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-29,16:10:42,10.635,272.809,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-29,18:04:44,39.1066,927.032,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-29,19:04:18,23.1985,316.19,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-29,21:13:37,62.8074,666.16,
2024-10-30,01:22:21,9.1835,148.904,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-30,02:55:00,2.5375,54.703,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-30,07:45:24,11.379,312.749,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-30,09:04:41,3.5622,108.861,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-30,16:55:15,8.4014,234.897,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-30,17:43:41,46.1068,954.531,
2024-10-30,18:44:15,7.4296,13.743,"pcsv_var_abnormal, pcsv_not_fault, pcsv_on"
2024-10-30,19:12:19,22.7124,36.592,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-30,20:20:00,29.6716,175.163,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,00:44:47,18.2994,486.683,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,01:29:45,22.2923,402.032,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,02:39:30,2.165,37.097,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,06:01:51,8.8632,248.381,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,06:41:25,25.5111,645.111,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,07:36:26,10.7312,237.586,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,09:25:43,14.1969,340.371,
2024-10-31,09:40:52,4.1387,74.937,
2024-10-31,09:45:56,3.1603,74.402,"plc_battery_breaker_closed, utility_grid_on, pcsv_on, pvi_on"
2024-10-31,10:30:13,3.8106,104.369,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,11:19:57,4.4111,119.249,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,13:19:27,3.3557,92.606,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,13:42:47,3.5069,100.898,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,17:04:00,5.8825,145.886,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,17:26:00,23.249,585.748,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,19:01:20,5.001,121.535,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,19:15:10,3.3848,90.791,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
2024-10-31,19:25:36,4.5097,116.674,"plc_battery_breaker_closed, utility_grid_on, pcsv_on, pvi_on"
2024-10-31,19:57:26,13.4088,260.763,
2024-10-31,20:16:59,2.8765,60.173,"pcsv_off_grid_mode, pcsv_not_fault, pcsv_on"
2024-10-31,21:28:02,48.6022,762.756,"plc_grid_breaker_opened, pcsv_not_fault, pcsv_on"
,,,
,,Total savings,44602.91300000002
